order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name,winsorize_unit_price,total_price,Year,yearquarter,discount_effective
1996-08-27,QUEDE,Rio de Janeiro,13,Konbu,24,4.8,20,0.1,8,Seafood,5.9,86.4,1996,1996 Q3,1
1996-08-27,QUEDE,Rio de Janeiro,44,Gula Malacca,27,15.5,24,0.1,2,Condiments,15.5,334.8,1996,1996 Q3,1
1996-08-27,QUEDE,Rio de Janeiro,51,Manjimup Dried Apples,20,42.4,2,0.1,7,Produce,42.4,76.32,1996,1996 Q3,0
1996-08-28,TRADH,Sao Paulo,20,Sir Rodney's Marmalade,40,64.8,20,0.0,3,Confections,55.0,1296.0,1996,1996 Q3,0
1996-08-29,TORTU,México D.F.,18,Carnarvon Tigers,42,50.0,12,0.0,8,Seafood,50.0,600.0,1996,1996 Q3,0
1996-08-29,TORTU,México D.F.,24,Guaraná Fantástica,20,3.6,10,0.0,1,Beverages,5.9,36.0,1996,1996 Q3,0
1996-08-29,TORTU,México D.F.,63,Vegie-spread,24,35.1,5,0.0,2,Condiments,35.1,175.5,1996,1996 Q3,0
1996-08-29,TORTU,México D.F.,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,6.2,37.2,1996,1996 Q3,0
1996-08-30,RATTC,Albuquerque,1,Chai,39,14.4,18,0.0,1,Beverages,14.4,259.2,1996,1996 Q3,0
1996-08-30,RATTC,Albuquerque,17,Alice Mutton,0,31.2,15,0.0,6,Meat/Poultry,31.2,468.0,1996,1996 Q3,0
1996-08-30,RATTC,Albuquerque,43,Ipoh Coffee,17,36.8,15,0.0,1,Beverages,36.8,552.0,1996,1996 Q3,0
1996-08-30,RATTC,Albuquerque,60,Camembert Pierrot,19,27.2,21,0.0,4,Dairy Products,27.2,571.1999999999999,1996,1996 Q3,0
1996-08-30,RATTC,Albuquerque,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages,6.2,37.2,1996,1996 Q3,0
1996-09-02,VINET,Reims,56,Gnocchi di nonna Alice,21,30.4,4,0.0,5,Grains/Cereals,30.4,121.6,1996,1996 Q3,0
1996-09-03,LILAS,Barquisimeto,11,Queso Cabrales,22,16.8,12,0.0,4,Dairy Products,16.8,201.60000000000002,1996,1996 Q3,0
1996-09-03,LILAS,Barquisimeto,16,Pavlova,29,13.9,30,0.0,3,Confections,13.9,417.0,1996,1996 Q3,0
1996-09-03,LILAS,Barquisimeto,69,Gudbrandsdalsost,26,28.8,15,0.0,4,Dairy Products,28.8,432.0,1996,1996 Q3,0
1996-09-04,BLONP,Strasbourg,39,Chartreuse verte,69,14.4,60,0.0,1,Beverages,14.4,864.0,1996,1996 Q3,0
1996-09-04,BLONP,Strasbourg,72,Mozzarella di Giovanni,14,27.8,20,0.0,4,Dairy Products,27.8,556.0,1996,1996 Q3,0
1996-09-05,HUNGO,Cork,2,Chang,17,15.2,40,0.0,1,Beverages,15.2,608.0,1996,1996 Q3,0
1996-09-05,HUNGO,Cork,36,Inlagd Sill,112,15.2,40,0.25,8,Seafood,15.2,456.0,1996,1996 Q3,1
1996-09-05,HUNGO,Cork,59,Raclette Courdavault,79,44.0,30,0.25,4,Dairy Products,44.0,990.0,1996,1996 Q3,1
1996-09-05,HUNGO,Cork,62,Tarte au sucre,17,39.4,15,0.0,3,Confections,39.4,591.0,1996,1996 Q3,0
1996-09-06,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,15,0.0,3,Confections,7.3,109.5,1996,1996 Q3,0
1996-09-06,RICAR,Rio de Janeiro,70,Outback Lager,15,12.0,20,0.0,1,Beverages,12.0,240.0,1996,1996 Q3,0
1996-09-09,MAGAA,Bergamo,66,Louisiana Hot Spiced Okra,4,13.6,30,0.0,2,Condiments,13.6,408.0,1996,1996 Q3,0
1996-09-09,MAGAA,Bergamo,68,Scottish Longbreads,6,10.0,20,0.0,3,Confections,10.0,200.0,1996,1996 Q3,0
1996-09-09,WANDK,Stuttgart,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood,14.7,147.0,1996,1996 Q3,0
1996-09-09,WANDK,Stuttgart,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals,30.4,608.0,1996,1996 Q3,0
1996-09-10,SUPRD,Charleroi,17,Alice Mutton,0,31.2,40,0.0,6,Meat/Poultry,31.2,1248.0,1996,1996 Q3,0
1996-09-10,SUPRD,Charleroi,28,Rössle Sauerkraut,26,36.4,28,0.0,7,Produce,36.4,1019.1999999999999,1996,1996 Q3,0
1996-09-10,SUPRD,Charleroi,43,Ipoh Coffee,17,36.8,12,0.0,1,Beverages,36.8,441.59999999999997,1996,1996 Q3,0
1996-09-11,GODOS,Sevilla,40,Boston Crab Meat,123,14.7,40,0.1,8,Seafood,14.7,529.2,1996,1996 Q3,1
1996-09-11,GODOS,Sevilla,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,30,0.1,2,Condiments,16.8,453.6,1996,1996 Q3,1
1996-09-11,GODOS,Sevilla,68,Scottish Longbreads,6,10.0,15,0.1,3,Confections,10.0,135.0,1996,1996 Q3,0
1996-09-12,TORTU,México D.F.,49,Maxilaku,10,16.0,30,0.0,3,Confections,16.0,480.0,1996,1996 Q3,0
1996-09-12,TORTU,México D.F.,59,Raclette Courdavault,79,44.0,10,0.0,4,Dairy Products,44.0,440.0,1996,1996 Q3,0
1996-09-12,TORTU,México D.F.,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products,17.2,34.4,1996,1996 Q3,0
1996-09-13,OLDWO,Anchorage,18,Carnarvon Tigers,42,50.0,25,0.1,8,Seafood,50.0,1125.0,1996,1996 Q3,1
1996-09-13,OLDWO,Anchorage,29,Thüringer Rostbratwurst,0,99.0,25,0.1,6,Meat/Poultry,55.0,2227.5,1996,1996 Q3,1
1996-09-13,OLDWO,Anchorage,39,Chartreuse verte,69,14.4,30,0.1,1,Beverages,14.4,388.8,1996,1996 Q3,0
1996-09-16,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,10,0.0,8,Seafood,20.7,207.0,1996,1996 Q3,0
1996-09-16,ROMEY,Madrid,53,Perth Pasties,0,26.2,10,0.0,6,Meat/Poultry,26.2,262.0,1996,1996 Q3,0
1996-09-16,ROMEY,Madrid,54,Tourtière,21,5.9,5,0.0,6,Meat/Poultry,5.9,29.5,1996,1996 Q3,0
1996-09-17,LONEP,Portland,62,Tarte au sucre,17,39.4,10,0.0,3,Confections,39.4,394.0,1996,1996 Q3,0
1996-09-17,LONEP,Portland,68,Scottish Longbreads,6,10.0,3,0.0,3,Confections,10.0,30.0,1996,1996 Q3,0
1996-09-18,ANATR,México D.F.,69,Gudbrandsdalsost,26,28.8,1,0.0,4,Dairy Products,28.8,28.8,1996,1996 Q3,0
1996-09-18,ANATR,México D.F.,70,Outback Lager,15,12.0,5,0.0,1,Beverages,12.0,60.0,1996,1996 Q3,0
1996-09-19,HUNGO,Cork,4,Chef Anton's Cajun Seasoning,53,17.6,20,0.0,2,Condiments,17.6,352.0,1996,1996 Q3,0
1996-09-19,HUNGO,Cork,6,Grandma's Boysenberry Spread,120,20.0,30,0.0,2,Condiments,20.0,600.0,1996,1996 Q3,0
1996-09-19,HUNGO,Cork,42,Singaporean Hokkien Fried Mee,26,11.2,2,0.0,5,Grains/Cereals,11.2,22.4,1996,1996 Q3,0
1996-09-19,HUNGO,Cork,43,Ipoh Coffee,17,36.8,20,0.0,1,Beverages,36.8,736.0,1996,1996 Q3,0
1996-09-19,HUNGO,Cork,71,Flotemysost,26,17.2,3,0.0,4,Dairy Products,17.2,51.599999999999994,1996,1996 Q3,0
1996-09-20,THEBI,Portland,16,Pavlova,29,13.9,10,0.0,3,Confections,13.9,139.0,1996,1996 Q3,0
1996-09-20,THEBI,Portland,62,Tarte au sucre,17,39.4,5,0.0,3,Confections,39.4,197.0,1996,1996 Q3,0
1996-09-20,DUMON,Nantes,42,Singaporean Hokkien Fried Mee,26,11.2,6,0.0,5,Grains/Cereals,11.2,67.19999999999999,1996,1996 Q3,0
1996-09-20,DUMON,Nantes,69,Gudbrandsdalsost,26,28.8,7,0.0,4,Dairy Products,28.8,201.6,1996,1996 Q3,0
1996-09-23,WANDK,Stuttgart,28,Rössle Sauerkraut,26,36.4,4,0.0,7,Produce,36.4,145.6,1996,1996 Q3,0
1996-09-23,WANDK,Stuttgart,43,Ipoh Coffee,17,36.8,24,0.0,1,Beverages,36.8,883.1999999999999,1996,1996 Q3,0
1996-09-23,WANDK,Stuttgart,53,Perth Pasties,0,26.2,20,0.0,6,Meat/Poultry,26.2,524.0,1996,1996 Q3,0
1996-09-23,WANDK,Stuttgart,75,Rhönbräu Klosterbier,125,6.2,10,0.0,1,Beverages,6.2,62.0,1996,1996 Q3,0
1996-09-24,QUICK,Cunewalde,36,Inlagd Sill,112,15.2,12,0.0,8,Seafood,15.2,182.39999999999998,1996,1996 Q3,0
1996-09-25,RATTC,Albuquerque,32,Mascarpone Fabioli,9,25.6,40,0.1,4,Dairy Products,25.6,921.6,1996,1996 Q3,1
1996-09-25,RATTC,Albuquerque,58,Escargots de Bourgogne,62,10.6,30,0.1,8,Seafood,10.6,286.2,1996,1996 Q3,0
1996-09-25,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,25,0.1,3,Confections,39.4,886.5,1996,1996 Q3,1
1996-09-26,ISLAT,Cowes,34,Sasquatch Ale,111,11.2,14,0.0,1,Beverages,11.2,156.79999999999998,1996,1996 Q3,0
1996-09-26,ISLAT,Cowes,70,Outback Lager,15,12.0,30,0.0,1,Beverages,12.0,360.0,1996,1996 Q3,0
1996-09-27,RATTC,Albuquerque,41,Jack's New England Clam Chowder,85,7.7,10,0.0,8,Seafood,7.7,77.0,1996,1996 Q3,0
1996-09-27,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,70,0.0,3,Confections,39.4,2758.0,1996,1996 Q3,0
1996-09-30,LONEP,Portland,1,Chai,39,14.4,20,0.0,1,Beverages,14.4,288.0,1996,1996 Q3,0
1996-10-01,ISLAT,Cowes,41,Jack's New England Clam Chowder,85,7.7,20,0.0,8,Seafood,7.7,154.0,1996,1996 Q4,0
1996-10-01,ISLAT,Cowes,76,Lakkalikööri,57,14.4,6,0.0,1,Beverages,14.4,86.4,1996,1996 Q4,0
1996-10-02,TORTU,México D.F.,17,Alice Mutton,0,31.2,8,0.0,6,Meat/Poultry,31.2,249.6,1996,1996 Q4,0
1996-10-02,TORTU,México D.F.,28,Rössle Sauerkraut,26,36.4,14,0.0,7,Produce,36.4,509.59999999999997,1996,1996 Q4,0
1996-10-02,TORTU,México D.F.,76,Lakkalikööri,57,14.4,30,0.0,1,Beverages,14.4,432.0,1996,1996 Q4,0
1996-10-03,WARTH,Oulu,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products,17.2,516.0,1996,1996 Q4,0
1996-10-03,ISLAT,Cowes,35,Steeleye Stout,20,14.4,10,0.0,1,Beverages,14.4,144.0,1996,1996 Q4,0
1996-10-04,PERIC,México D.F.,52,Filo Mix,38,5.6,20,0.0,5,Grains/Cereals,5.9,112.0,1996,1996 Q4,0
1996-10-07,KOENE,Brandenburg,15,Genen Shouyu,39,12.4,5,0.0,2,Condiments,12.4,62.0,1996,1996 Q4,0
