order_date,customer_id,city,product_id,product_name,units_in_stock,unit_price,quantity,discount,category_id,category_name
1996-08-05,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,60,0.05,8,Seafood
1996-08-05,QUICK,Cunewalde,76,Lakkalikööri,57,14.4,33,0.05,1,Beverages
1996-08-06,VINET,Reims,71,Flotemysost,26,17.2,20,0.0,4,Dairy Products
1996-08-06,VINET,Reims,72,Mozzarella di Giovanni,14,27.8,7,0.0,4,Dairy Products
1996-08-07,MAGAA,Bergamo,24,Guaraná Fantástica,20,3.6,12,0.05,1,Beverages
1996-08-07,MAGAA,Bergamo,59,Raclette Courdavault,79,44.0,6,0.05,4,Dairy Products
1996-08-08,TORTU,México D.F.,10,Ikura,31,24.8,15,0.0,8,Seafood
1996-08-08,TORTU,México D.F.,13,Konbu,24,4.8,10,0.0,8,Seafood
1996-08-09,MORGK,Leipzig,28,Rössle Sauerkraut,26,36.4,20,0.0,7,Produce
1996-08-09,MORGK,Leipzig,62,Tarte au sucre,17,39.4,12,0.0,3,Confections
1996-08-12,BERGS,Luleå,44,Gula Malacca,27,15.5,16,0.0,2,Condiments
1996-08-12,BERGS,Luleå,59,Raclette Courdavault,79,44.0,15,0.0,4,Dairy Products
1996-08-12,BERGS,Luleå,63,Vegie-spread,24,35.1,8,0.0,2,Condiments
1996-08-12,BERGS,Luleå,73,Röd Kaviar,101,12.0,25,0.0,8,Seafood
1996-08-13,LEHMS,Frankfurt a.M.,17,Alice Mutton,0,31.2,15,0.25,6,Meat/Poultry
1996-08-14,BERGS,Luleå,24,Guaraná Fantástica,20,3.6,12,0.0,1,Beverages
1996-08-14,BERGS,Luleå,55,Pâté chinois,115,19.2,20,0.0,6,Meat/Poultry
1996-08-14,BERGS,Luleå,75,Rhönbräu Klosterbier,125,6.2,30,0.0,1,Beverages
1996-08-14,ROMEY,Madrid,19,Teatime Chocolate Biscuits,25,7.3,1,0.0,3,Confections
1996-08-14,ROMEY,Madrid,24,Guaraná Fantástica,20,3.6,6,0.0,1,Beverages
1996-08-14,ROMEY,Madrid,35,Steeleye Stout,20,14.4,4,0.0,1,Beverages
1996-08-15,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,6,0.0,8,Seafood
1996-08-15,ROMEY,Madrid,57,Ravioli Angelo,36,15.6,2,0.0,5,Grains/Cereals
1996-08-16,LILAS,Barquisimeto,15,Genen Shouyu,39,12.4,20,0.0,2,Condiments
1996-08-16,LILAS,Barquisimeto,19,Teatime Chocolate Biscuits,25,7.3,18,0.0,3,Confections
1996-08-16,LILAS,Barquisimeto,60,Camembert Pierrot,19,27.2,35,0.0,4,Dairy Products
1996-08-16,LILAS,Barquisimeto,72,Mozzarella di Giovanni,14,27.8,3,0.0,4,Dairy Products
1996-08-19,LEHMS,Frankfurt a.M.,27,Schoggi Schokolade,49,35.1,15,0.25,3,Confections
1996-08-19,LEHMS,Frankfurt a.M.,44,Gula Malacca,27,15.5,21,0.0,2,Condiments
1996-08-19,LEHMS,Frankfurt a.M.,60,Camembert Pierrot,19,27.2,20,0.25,4,Dairy Products
1996-08-19,LEHMS,Frankfurt a.M.,67,Laughing Lumberjack Lager,52,11.2,5,0.25,1,Beverages
1996-08-20,QUICK,Cunewalde,1,Chai,39,14.4,45,0.2,1,Beverages
1996-08-20,QUICK,Cunewalde,40,Boston Crab Meat,123,14.7,40,0.2,8,Seafood
1996-08-20,QUICK,Cunewalde,53,Perth Pasties,0,26.2,36,0.2,6,Meat/Poultry
1996-08-21,QUICK,Cunewalde,35,Steeleye Stout,20,14.4,100,0.0,1,Beverages
1996-08-21,QUICK,Cunewalde,62,Tarte au sucre,17,39.4,40,0.0,3,Confections
1996-08-22,RICAR,Rio de Janeiro,16,Pavlova,29,13.9,40,0.15,3,Confections
1996-08-22,RICAR,Rio de Janeiro,34,Sasquatch Ale,111,11.2,20,0.0,1,Beverages
1996-08-22,RICAR,Rio de Janeiro,46,Spegesild,95,9.6,15,0.15,8,Seafood
1996-08-23,REGGC,Reggio Emilia,54,Tourtière,21,5.9,10,0.1,6,Meat/Poultry
1996-08-23,REGGC,Reggio Emilia,68,Scottish Longbreads,6,10.0,3,0.1,3,Confections
1996-08-26,BSBEV,London,3,Aniseed Syrup,13,8.0,30,0.0,2,Condiments
1996-08-26,BSBEV,London,64,Wimmers gute Semmelknödel,22,26.6,9,0.0,5,Grains/Cereals
1996-08-27,COMMI,Sao Paulo,5,Chef Anton's Gumbo Mix,0,17.0,20,0.0,2,Condiments
1996-08-27,COMMI,Sao Paulo,29,Thüringer Rostbratwurst,0,99.0,15,0.0,6,Meat/Poultry
1996-08-27,COMMI,Sao Paulo,49,Maxilaku,10,16.0,15,0.0,3,Confections
1996-08-27,COMMI,Sao Paulo,77,Original Frankfurter grüne Soße,32,10.4,10,0.0,2,Condiments
1996-08-27,QUEDE,Rio de Janeiro,13,Konbu,24,4.8,20,0.1,8,Seafood
1996-08-27,QUEDE,Rio de Janeiro,44,Gula Malacca,27,15.5,24,0.1,2,Condiments
1996-08-27,QUEDE,Rio de Janeiro,51,Manjimup Dried Apples,20,42.4,2,0.1,7,Produce
1996-08-28,TRADH,Sao Paulo,20,Sir Rodney's Marmalade,40,64.8,20,0.0,3,Confections
1996-08-29,TORTU,México D.F.,18,Carnarvon Tigers,42,50.0,12,0.0,8,Seafood
1996-08-29,TORTU,México D.F.,24,Guaraná Fantástica,20,3.6,10,0.0,1,Beverages
1996-08-29,TORTU,México D.F.,63,Vegie-spread,24,35.1,5,0.0,2,Condiments
1996-08-29,TORTU,México D.F.,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages
1996-08-30,RATTC,Albuquerque,1,Chai,39,14.4,18,0.0,1,Beverages
1996-08-30,RATTC,Albuquerque,17,Alice Mutton,0,31.2,15,0.0,6,Meat/Poultry
1996-08-30,RATTC,Albuquerque,43,Ipoh Coffee,17,36.8,15,0.0,1,Beverages
1996-08-30,RATTC,Albuquerque,60,Camembert Pierrot,19,27.2,21,0.0,4,Dairy Products
1996-08-30,RATTC,Albuquerque,75,Rhönbräu Klosterbier,125,6.2,6,0.0,1,Beverages
1996-09-02,VINET,Reims,56,Gnocchi di nonna Alice,21,30.4,4,0.0,5,Grains/Cereals
1996-09-03,LILAS,Barquisimeto,11,Queso Cabrales,22,16.8,12,0.0,4,Dairy Products
1996-09-03,LILAS,Barquisimeto,16,Pavlova,29,13.9,30,0.0,3,Confections
1996-09-03,LILAS,Barquisimeto,69,Gudbrandsdalsost,26,28.8,15,0.0,4,Dairy Products
1996-09-04,BLONP,Strasbourg,39,Chartreuse verte,69,14.4,60,0.0,1,Beverages
1996-09-04,BLONP,Strasbourg,72,Mozzarella di Giovanni,14,27.8,20,0.0,4,Dairy Products
1996-09-05,HUNGO,Cork,2,Chang,17,15.2,40,0.0,1,Beverages
1996-09-05,HUNGO,Cork,36,Inlagd Sill,112,15.2,40,0.25,8,Seafood
1996-09-05,HUNGO,Cork,59,Raclette Courdavault,79,44.0,30,0.25,4,Dairy Products
1996-09-05,HUNGO,Cork,62,Tarte au sucre,17,39.4,15,0.0,3,Confections
1996-09-06,RICAR,Rio de Janeiro,19,Teatime Chocolate Biscuits,25,7.3,15,0.0,3,Confections
1996-09-06,RICAR,Rio de Janeiro,70,Outback Lager,15,12.0,20,0.0,1,Beverages
1996-09-09,MAGAA,Bergamo,66,Louisiana Hot Spiced Okra,4,13.6,30,0.0,2,Condiments
1996-09-09,MAGAA,Bergamo,68,Scottish Longbreads,6,10.0,20,0.0,3,Confections
1996-09-09,WANDK,Stuttgart,40,Boston Crab Meat,123,14.7,10,0.0,8,Seafood
1996-09-09,WANDK,Stuttgart,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals
1996-09-10,SUPRD,Charleroi,17,Alice Mutton,0,31.2,40,0.0,6,Meat/Poultry
1996-09-10,SUPRD,Charleroi,28,Rössle Sauerkraut,26,36.4,28,0.0,7,Produce
1996-09-10,SUPRD,Charleroi,43,Ipoh Coffee,17,36.8,12,0.0,1,Beverages
1996-09-11,GODOS,Sevilla,40,Boston Crab Meat,123,14.7,40,0.1,8,Seafood
1996-09-11,GODOS,Sevilla,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,30,0.1,2,Condiments
1996-09-11,GODOS,Sevilla,68,Scottish Longbreads,6,10.0,15,0.1,3,Confections
1996-09-12,TORTU,México D.F.,49,Maxilaku,10,16.0,30,0.0,3,Confections
1996-09-12,TORTU,México D.F.,59,Raclette Courdavault,79,44.0,10,0.0,4,Dairy Products
1996-09-12,TORTU,México D.F.,71,Flotemysost,26,17.2,2,0.0,4,Dairy Products
1996-09-13,OLDWO,Anchorage,18,Carnarvon Tigers,42,50.0,25,0.1,8,Seafood
1996-09-13,OLDWO,Anchorage,29,Thüringer Rostbratwurst,0,99.0,25,0.1,6,Meat/Poultry
1996-09-13,OLDWO,Anchorage,39,Chartreuse verte,69,14.4,30,0.1,1,Beverages
1996-09-16,ROMEY,Madrid,30,Nord-Ost Matjeshering,10,20.7,10,0.0,8,Seafood
1996-09-16,ROMEY,Madrid,53,Perth Pasties,0,26.2,10,0.0,6,Meat/Poultry
1996-09-16,ROMEY,Madrid,54,Tourtière,21,5.9,5,0.0,6,Meat/Poultry
1996-09-17,LONEP,Portland,62,Tarte au sucre,17,39.4,10,0.0,3,Confections
1996-09-17,LONEP,Portland,68,Scottish Longbreads,6,10.0,3,0.0,3,Confections
1996-09-18,ANATR,México D.F.,69,Gudbrandsdalsost,26,28.8,1,0.0,4,Dairy Products
1996-09-18,ANATR,México D.F.,70,Outback Lager,15,12.0,5,0.0,1,Beverages
1996-09-19,HUNGO,Cork,4,Chef Anton's Cajun Seasoning,53,17.6,20,0.0,2,Condiments
1996-09-19,HUNGO,Cork,6,Grandma's Boysenberry Spread,120,20.0,30,0.0,2,Condiments
1996-09-19,HUNGO,Cork,42,Singaporean Hokkien Fried Mee,26,11.2,2,0.0,5,Grains/Cereals
1996-09-19,HUNGO,Cork,43,Ipoh Coffee,17,36.8,20,0.0,1,Beverages
1996-09-19,HUNGO,Cork,71,Flotemysost,26,17.2,3,0.0,4,Dairy Products
1996-09-20,THEBI,Portland,16,Pavlova,29,13.9,10,0.0,3,Confections
1996-09-20,THEBI,Portland,62,Tarte au sucre,17,39.4,5,0.0,3,Confections
1996-09-20,DUMON,Nantes,42,Singaporean Hokkien Fried Mee,26,11.2,6,0.0,5,Grains/Cereals
1996-09-20,DUMON,Nantes,69,Gudbrandsdalsost,26,28.8,7,0.0,4,Dairy Products
1996-09-23,WANDK,Stuttgart,28,Rössle Sauerkraut,26,36.4,4,0.0,7,Produce
1996-09-23,WANDK,Stuttgart,43,Ipoh Coffee,17,36.8,24,0.0,1,Beverages
1996-09-23,WANDK,Stuttgart,53,Perth Pasties,0,26.2,20,0.0,6,Meat/Poultry
1996-09-23,WANDK,Stuttgart,75,Rhönbräu Klosterbier,125,6.2,10,0.0,1,Beverages
1996-09-24,QUICK,Cunewalde,36,Inlagd Sill,112,15.2,12,0.0,8,Seafood
1996-09-25,RATTC,Albuquerque,32,Mascarpone Fabioli,9,25.6,40,0.1,4,Dairy Products
1996-09-25,RATTC,Albuquerque,58,Escargots de Bourgogne,62,10.6,30,0.1,8,Seafood
1996-09-25,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,25,0.1,3,Confections
1996-09-26,ISLAT,Cowes,34,Sasquatch Ale,111,11.2,14,0.0,1,Beverages
1996-09-26,ISLAT,Cowes,70,Outback Lager,15,12.0,30,0.0,1,Beverages
1996-09-27,RATTC,Albuquerque,41,Jack's New England Clam Chowder,85,7.7,10,0.0,8,Seafood
1996-09-27,RATTC,Albuquerque,62,Tarte au sucre,17,39.4,70,0.0,3,Confections
1996-09-30,LONEP,Portland,1,Chai,39,14.4,20,0.0,1,Beverages
1996-10-01,ISLAT,Cowes,41,Jack's New England Clam Chowder,85,7.7,20,0.0,8,Seafood
1996-10-01,ISLAT,Cowes,76,Lakkalikööri,57,14.4,6,0.0,1,Beverages
1996-10-02,TORTU,México D.F.,17,Alice Mutton,0,31.2,8,0.0,6,Meat/Poultry
1996-10-02,TORTU,México D.F.,28,Rössle Sauerkraut,26,36.4,14,0.0,7,Produce
1996-10-02,TORTU,México D.F.,76,Lakkalikööri,57,14.4,30,0.0,1,Beverages
1996-10-03,WARTH,Oulu,71,Flotemysost,26,17.2,30,0.0,4,Dairy Products
1996-10-03,ISLAT,Cowes,35,Steeleye Stout,20,14.4,10,0.0,1,Beverages
1996-10-04,PERIC,México D.F.,52,Filo Mix,38,5.6,20,0.0,5,Grains/Cereals
1996-10-07,KOENE,Brandenburg,15,Genen Shouyu,39,12.4,5,0.0,2,Condiments
1996-10-07,KOENE,Brandenburg,25,NuNuCa Nuß-Nougat-Creme,76,11.2,4,0.0,3,Confections
1996-10-07,KOENE,Brandenburg,39,Chartreuse verte,69,14.4,4,0.0,1,Beverages
1996-10-08,SAVEA,Boise,16,Pavlova,29,13.9,21,0.15,3,Confections
1996-10-08,SAVEA,Boise,35,Steeleye Stout,20,14.4,70,0.15,1,Beverages
1996-10-08,SAVEA,Boise,46,Spegesild,95,9.6,30,0.0,8,Seafood
1996-10-08,SAVEA,Boise,59,Raclette Courdavault,79,44.0,40,0.15,4,Dairy Products
1996-10-08,SAVEA,Boise,63,Vegie-spread,24,35.1,80,0.15,2,Condiments
1996-10-09,KOENE,Brandenburg,6,Grandma's Boysenberry Spread,120,20.0,6,0.0,2,Condiments
1996-10-09,KOENE,Brandenburg,13,Konbu,24,4.8,12,0.0,8,Seafood
1996-10-09,KOENE,Brandenburg,14,Tofu,35,18.6,9,0.0,7,Produce
1996-10-09,KOENE,Brandenburg,31,Gorgonzola Telino,0,10.0,4,0.0,4,Dairy Products
1996-10-09,KOENE,Brandenburg,72,Mozzarella di Giovanni,14,27.8,40,0.0,4,Dairy Products
1996-10-10,BOLID,Madrid,4,Chef Anton's Cajun Seasoning,53,17.6,24,0.0,2,Condiments
1996-10-10,BOLID,Madrid,57,Ravioli Angelo,36,15.6,16,0.0,5,Grains/Cereals
1996-10-10,BOLID,Madrid,75,Rhönbräu Klosterbier,125,6.2,50,0.0,1,Beverages
1996-10-11,FOLKO,Bräcke,2,Chang,17,15.2,25,0.2,1,Beverages
1996-10-11,FOLKO,Bräcke,11,Queso Cabrales,22,16.8,50,0.2,4,Dairy Products
1996-10-11,FOLKO,Bräcke,30,Nord-Ost Matjeshering,10,20.7,35,0.2,8,Seafood
1996-10-11,FOLKO,Bräcke,58,Escargots de Bourgogne,62,10.6,30,0.2,8,Seafood
1996-10-14,FURIB,Lisboa,59,Raclette Courdavault,79,44.0,9,0.0,4,Dairy Products
1996-10-14,FURIB,Lisboa,65,Louisiana Fiery Hot Pepper Sauce,76,16.8,40,0.0,2,Condiments
1996-10-14,FURIB,Lisboa,68,Scottish Longbreads,6,10.0,10,0.0,3,Confections
1996-10-15,SPLIR,Lander,19,Teatime Chocolate Biscuits,25,7.3,10,0.05,3,Confections
1996-10-15,SPLIR,Lander,30,Nord-Ost Matjeshering,10,20.7,8,0.05,8,Seafood
1996-10-15,SPLIR,Lander,38,Côte de Blaye,17,210.8,20,0.05,1,Beverages
1996-10-15,SPLIR,Lander,56,Gnocchi di nonna Alice,21,30.4,12,0.05,5,Grains/Cereals
1996-10-16,LILAS,Barquisimeto,26,Gumbär Gummibärchen,15,24.9,50,0.15,3,Confections
1996-10-16,LILAS,Barquisimeto,72,Mozzarella di Giovanni,14,27.8,25,0.15,4,Dairy Products
1996-10-16,BONAP,Marseille,54,Tourtière,21,5.9,15,0.0,6,Meat/Poultry
1996-10-17,MEREP,Montréal,18,Carnarvon Tigers,42,50.0,40,0.2,8,Seafood
1996-10-17,MEREP,Montréal,42,Singaporean Hokkien Fried Mee,26,11.2,10,0.2,5,Grains/Cereals
1996-10-17,MEREP,Montréal,47,Zaanse koeken,36,7.6,16,0.2,3,Confections
1996-10-18,WARTH,Oulu,14,Tofu,35,18.6,10,0.0,7,Produce
1996-10-18,WARTH,Oulu,21,Sir Rodney's Scones,3,8.0,10,0.1,3,Confections
1996-10-18,WARTH,Oulu,71,Flotemysost,26,17.2,40,0.1,4,Dairy Products
1996-10-21,VICTE,Lyon,52,Filo Mix,38,5.6,8,0.0,5,Grains/Cereals
1996-10-21,VICTE,Lyon,68,Scottish Longbreads,6,10.0,10,0.0,3,Confections
1996-10-22,HUNGO,Cork,2,Chang,17,15.2,7,0.2,1,Beverages
1996-10-22,HUNGO,Cork,31,Gorgonzola Telino,0,10.0,25,0.2,4,Dairy Products
1996-10-22,HUNGO,Cork,32,Mascarpone Fabioli,9,25.6,6,0.2,4,Dairy Products
1996-10-22,HUNGO,Cork,51,Manjimup Dried Apples,20,42.4,48,0.2,7,Produce
1996-10-23,PRINI,Lisboa,4,Chef Anton's Cajun Seasoning,53,17.6,18,0.1,2,Condiments
1996-10-24,FRANK,München,23,Tunnbröd,61,7.2,40,0.0,5,Grains/Cereals
1996-10-24,FRANK,München,26,Gumbär Gummibärchen,15,24.9,24,0.0,3,Confections
1996-10-24,FRANK,München,36,Inlagd Sill,112,15.2,20,0.0,8,Seafood
1996-10-24,FRANK,München,37,Gravad lax,11,20.8,28,0.0,8,Seafood
1996-10-24,FRANK,München,72,Mozzarella di Giovanni,14,27.8,25,0.0,4,Dairy Products
1996-10-25,OLDWO,Anchorage,17,Alice Mutton,0,31.2,20,0.0,6,Meat/Poultry
1996-10-25,OLDWO,Anchorage,30,Nord-Ost Matjeshering,10,20.7,15,0.0,8,Seafood
1996-10-28,MEREP,Montréal,4,Chef Anton's Cajun Seasoning,53,17.6,10,0.0,2,Condiments
1996-10-28,MEREP,Montréal,17,Alice Mutton,0,31.2,70,0.05,6,Meat/Poultry
1996-10-28,MEREP,Montréal,62,Tarte au sucre,17,39.4,28,0.0,3,Confections
1996-10-29,BONAP,Marseille,18,Carnarvon Tigers,42,50.0,20,0.05,8,Seafood
1996-10-29,BONAP,Marseille,41,Jack's New England Clam Chowder,85,7.7,12,0.05,8,Seafood
1996-10-29,BONAP,Marseille,43,Ipoh Coffee,17,36.8,40,0.05,1,Beverages
1996-10-29,SIMOB,Kobenhavn,33,Geitost,112,2.0,8,0.0,4,Dairy Products
1996-10-29,SIMOB,Kobenhavn,59,Raclette Courdavault,79,44.0,9,0.15,4,Dairy Products
1996-10-30,FRANK,München,2,Chang,17,15.2,24,0.2,1,Beverages
1996-10-30,FRANK,München,31,Gorgonzola Telino,0,10.0,56,0.2,4,Dairy Products
1996-10-30,FRANK,München,36,Inlagd Sill,112,15.2,40,0.2,8,Seafood
1996-10-30,FRANK,München,55,Pâté chinois,115,19.2,40,0.2,6,Meat/Poultry
1996-10-31,LEHMS,Frankfurt a.M.,64,Wimmers gute Semmelknödel,22,26.6,50,0.0,5,Grains/Cereals
1996-10-31,LEHMS,Frankfurt a.M.,68,Scottish Longbreads,6,10.0,4,0.05,3,Confections
1996-10-31,LEHMS,Frankfurt a.M.,76,Lakkalikööri,57,14.4,15,0.0,1,Beverages
1996-11-01,WHITC,Seattle,4,Chef Anton's Cajun Seasoning,53,17.6,35,0.0,2,Condiments
1996-11-01,WHITC,Seattle,8,Northwoods Cranberry Sauce,6,32.0,70,0.25,2,Condiments
1996-11-04,QUICK,Cunewalde,8,Northwoods Cranberry Sauce,6,32.0,70,0.0,2,Condiments
1996-11-04,QUICK,Cunewalde,19,Teatime Chocolate Biscuits,25,7.3,80,0.0,3,Confections
1996-11-04,QUICK,Cunewalde,42,Singaporean Hokkien Fried Mee,26,11.2,9,0.0,5,Grains/Cereals
1996-11-05,RATTC,Albuquerque,17,Alice Mutton,0,31.2,36,0.1,6,Meat/Poultry
1996-11-05,RATTC,Albuquerque,56,Gnocchi di nonna Alice,21,30.4,20,0.0,5,Grains/Cereals
1996-11-06,FAMIA,Sao Paulo,25,NuNuCa Nuß-Nougat-Creme,76,11.2,10,0.0,3,Confections
1996-11-06,FAMIA,Sao Paulo,39,Chartreuse verte,69,14.4,50,0.15,1,Beverages
1996-11-06,FAMIA,Sao Paulo,40,Boston Crab Meat,123,14.7,4,0.0,8,Seafood
1996-11-06,FAMIA,Sao Paulo,75,Rhönbräu Klosterbier,125,6.2,6,0.15,1,Beverages
1996-11-07,WANDK,Stuttgart,1,Chai,39,14.4,15,0.15,1,Beverages
1996-11-07,WANDK,Stuttgart,23,Tunnbröd,61,7.2,25,0.0,5,Grains/Cereals
1996-11-08,SPLIR,Lander,54,Tourtière,21,5.9,24,0.0,6,Meat/Poultry
1996-11-11,LAMAI,Toulouse,50,Valkoinen suklaa,65,13.0,15,0.1,3,Confections
1996-11-11,LAMAI,Toulouse,69,Gudbrandsdalsost,26,28.8,18,0.1,4,Dairy Products
1996-11-11,ERNSH,Graz,38,Côte de Blaye,17,210.8,20,0.05,1,Beverages
